id,peak_id,Chr,Start,End,Strand,Length,PCF_logFC,BSF_logFC,logCPM,mean_bsf_b,mean_bsf_g,mean_pcf_b,mean_pcf_g,closest_genome,closest_gene,closest_orient
4472,NA_peak_4473,Tb927_09_v5.1,1177856,1179832,.,1977,-1.069,-2.327,5.311,7.617,140.18,16.058,14.86,Tb927.9.7260,Tb927.9.7260,+
4473,NA_peak_4474,Tb927_09_v5.1,1181088,1182582,.,1495,-0.953,-2.421,5.431,2.951,33.907,56.403,98.837,Tb927.9.7270,Tb927.9.7270,+
4474,NA_peak_4475,Tb927_09_v5.1,1183768,1184297,.,530,-3.415,-2.955,4.285,1.098,41.948,2.492,26.077,Tb927.9.7290,Tb927.9.7290,-
4475,NA_peak_4476,Tb927_09_v5.1,1184455,1185953,.,1499,-2.689,-4.266,5.546,2.2,112.445,10.654,67.374,Tb927.9.7290,Tb927.9.7290,-
4476,NA_peak_4477,Tb927_09_v5.1,1192134,1192693,.,560,-0.344,3.027,2.639,10.019,0.528,0.069,0.072,Tb927.9.7330,Tb927.9.7330,-
4477,NA_peak_4478,Tb927_09_v5.1,1193240,1193721,.,482,-0.464,-1.222,1.866,2.72,9.906,1.215,0.721,Tb927.9.7330,Tb927.9.7330,-
4478,NA_peak_4479,Tb927_09_v5.1,1193996,1194700,.,705,-0.079,-3.459,3.282,1.235,32.421,4.637,7.213,Tb927.9.7330,Tb927.9.7330,-
4479,NA_peak_4480,Tb927_09_v5.1,1194928,1195380,.,453,-1.31,2.289,3.845,22.302,10.169,3.495,9.693,Tb927.9.7340,Tb927.9.7340,-
4480,NA_peak_4481,Tb927_09_v5.1,1197310,1197669,.,360,-2.033,-4.788,2.435,0.373,18.105,1.715,5.052,Tb927.9.7340,Tb927.9.7340,-
4481,NA_peak_4482,Tb927_09_v5.1,1198478,1199177,.,700,-1.997,-4.072,4.303,0.549,72.088,4.568,14.187,Tb927.9.7340,Tb927.9.7340,-
4482,NA_peak_4483,Tb927_09_v5.1,1202150,1202541,.,392,0.738,-2.45,3.847,3.088,31.908,16.117,15.421,Tb927.9.7350,Tb927.9.7350,-
4483,NA_peak_4484,Tb927_09_v5.1,1204991,1205978,.,988,-2.43,-4.911,6.442,0.333,4.204,44.679,319.465,Tb927.9.7370,Tb927.9.7370,-
4484,NA_peak_4485,Tb927_09_v5.1,1206441,1207095,.,655,2.424,3.854,3.891,19.843,2.921,27.479,6.095,Tb927.9.7380,Tb927.9.7380,-
4485,NA_peak_4486,Tb927_09_v5.1,1214047,1214615,.,569,-2.154,3.063,3.621,20.93,0.792,0.0,0.176,Tb927.9.7410,Tb927.9.7410,-
4486,NA_peak_4487,Tb927_09_v5.1,1214885,1215561,.,677,-1.002,-0.865,2.388,4.872,11.238,1.13,0.903,Tb927.9.7410,Tb927.9.7410,-
4487,NA_peak_4488,Tb927_09_v5.1,1219517,1220291,.,775,2.425,3.976,3.424,14.669,1.387,19.969,4.641,Tb927.9.7430,Tb927.9.7430,-
4488,NA_peak_4489,Tb927_09_v5.1,1221125,1222057,.,933,1.455,-0.63,3.358,0.686,1.981,34.707,12.371,Tb927.9.7430,Tb927.9.7430,-
4489,NA_peak_4490,Tb927_09_v5.1,1224025,1224737,.,713,0.554,-4.578,2.729,0.4,23.292,6.683,4.328,Tb927.9.7430,Tb927.9.7430,-
4490,NA_peak_4491,Tb927_09_v5.1,1230632,1231975,.,1344,-0.92,-3.167,8.51,4.117,357.527,337.934,929.023,Tb927.9.7480,Tb927.9.7480,-
4491,NA_peak_4492,Tb927_09_v5.1,1232932,1234108,.,1177,-1.687,6.911,8.58,751.276,14.238,42.526,23.011,Tb927.9.7500,Tb927.9.7500,-
4492,NA_peak_4493,Tb927_09_v5.1,1237834,1239682,.,1849,2.559,2.299,6.757,163.635,69.548,81.225,17.365,Tb927.9.7540,Tb927.9.7540,-
4493,NA_peak_4494,Tb927_09_v5.1,1244737,1245062,.,326,-0.086,-1.762,1.308,0.467,6.368,1.644,1.19,Tb927.9.7580,Tb927.9.7580,-
4494,NA_peak_4495,Tb927_09_v5.1,1245185,1246114,.,930,-0.024,-4.926,3.628,0.274,23.767,10.185,24.995,Tb927.9.7580,Tb927.9.7580,-
4495,NA_peak_4496,Tb927_09_v5.1,1249484,1251547,.,2064,-0.659,0.625,5.247,22.508,11.487,59.965,69.461,Tb927.9.7650,Tb927.9.7650,-
4496,NA_peak_4497,Tb927_09_v5.1,1252482,1253371,.,890,-0.407,2.164,5.182,96.14,10.514,6.397,7.791,Tb927.9.7690,Tb927.9.7690,-
4497,NA_peak_4498,Tb927_09_v5.1,1254187,1255312,.,1126,0.282,-3.987,4.712,2.608,59.857,7.683,12.013,Tb927.9.7690,Tb927.9.7690,-
4498,NA_peak_4499,Tb927_09_v5.1,1261951,1264386,.,2436,-0.117,-0.482,8.286,134.088,350.576,360.754,386.082,Tb927.9.7700,Tb927.9.7700,-
4499,NA_peak_4500,Tb927_09_v5.1,1269659,1272571,.,2913,-0.015,0.643,7.463,36.164,71.089,321.646,338.24,Tb927.9.7740,Tb927.9.7740,-
4500,NA_peak_4501,Tb927_09_v5.1,1275549,1276284,.,736,-0.801,-0.94,4.45,7.068,67.616,4.967,4.142,Tb927.9.7770,Tb927.9.7770,-
4501,NA_peak_4502,Tb927_09_v5.1,1276706,1277439,.,734,2.835,1.336,4.781,25.665,10.239,14.187,3.525,Tb927.9.7770,Tb927.9.7770,-
4502,NA_peak_4503,Tb927_09_v5.1,1277761,1278139,.,379,3.204,2.767,4.232,21.547,12.315,0.45,0.067,Tb927.9.7800,Tb927.9.7800,-
4503,NA_peak_4504,Tb927_09_v5.1,1278501,1279598,.,1098,1.722,3.078,5.426,48.928,4.162,84.233,16.339,Tb927.9.7810,Tb927.9.7810,-
4504,NA_peak_4505,Tb927_09_v5.1,1281017,1282285,.,1269,-0.395,-5.44,5.928,1.853,99.1,69.149,103.297,Tb927.9.7820,Tb927.9.7820,-
4505,NA_peak_4506,Tb927_09_v5.1,1285706,1286485,.,780,0.08,-0.854,6.088,6.656,83.312,56.999,64.576,Tb927.9.7830,Tb927.9.7830,-
4506,NA_peak_4507,Tb927_09_v5.1,1286968,1287420,.,453,-1.435,-1.51,4.467,3.98,24.497,13.982,59.331,Tb927.9.7830,Tb927.9.7830,-
4507,NA_peak_4508,Tb927_09_v5.1,1289324,1290861,.,1538,0.123,-2.635,6.892,16.056,213.725,148.385,146.364,Tb927.9.7830,Tb927.9.7830,-
4508,NA_peak_4509,Tb927_09_v5.1,1291563,1292813,.,1251,0.282,-0.42,6.742,47.212,137.939,149.818,119.419,Tb927.9.7850,Tb927.9.7850,-
4509,NA_peak_4510,Tb927_09_v5.1,1295103,1295474,.,372,-5.002,-6.506,4.611,0.267,100.307,0.173,22.867,Tb927.9.7850,Tb927.9.7850,-
4510,NA_peak_4511,Tb927_09_v5.1,1298471,1299511,.,1041,0.337,-0.294,6.266,33.213,76.365,133.146,131.594,Tb927.9.7860,Tb927.9.7860,-
4511,NA_peak_4512,Tb927_09_v5.1,1299710,1300422,.,713,-1.268,0.326,4.836,27.417,39.85,14.224,32.785,Tb927.9.7870,Tb927.9.7870,-
4512,NA_peak_4513,Tb927_09_v5.1,1304397,1306025,.,1629,-0.121,0.062,6.727,67.593,115.984,126.786,160.067,Tb927.9.7890,Tb927.9.7890,-
4513,NA_peak_4514,Tb927_09_v5.1,1310074,1311403,.,1330,0.229,-0.154,5.893,26.145,62.003,93.402,97.6,Tb927.9.7920,Tb927.9.7920,-
4514,NA_peak_4515,Tb927_09_v5.1,1311494,1311947,.,454,-1.053,0.347,3.893,14.685,25.224,6.956,13.183,Tb927.9.7920,Tb927.9.7920,-
4515,NA_peak_4516,Tb927_09_v5.1,1316065,1317601,.,1537,-0.027,0.213,6.79,70.681,124.106,134.793,160.283,Tb927.9.7950,Tb927.9.7950,-
4516,NA_peak_4517,Tb927_09_v5.1,1318015,1319093,.,1079,-4.644,-7.409,6.677,0.686,426.326,1.038,90.241,Tb927.9.7950,Tb927.9.7950,-
4517,NA_peak_4518,Tb927_09_v5.1,1322767,1324175,.,1409,-0.019,2.415,6.898,176.153,71.083,53.781,50.022,Tb927.9.7980,Tb927.9.7980,-
4518,NA_peak_4519,Tb927_09_v5.1,1324442,1326223,.,1782,-0.151,-2.506,6.241,1.0,178.119,95.726,31.487,Tb927.9.8000,Tb927.9.8000,-
4519,NA_peak_4520,Tb927_09_v5.1,1327826,1328313,.,488,0.674,-3.127,4.246,0.467,54.024,2.68,1.674,Tb927.9.8040,Tb927.9.8040,-
4520,NA_peak_4521,Tb927_09_v5.1,1329003,1329396,.,394,1.825,-3.458,3.827,1.2,25.921,18.896,7.637,Tb927.9.8040,Tb927.9.8040,-
4521,NA_peak_4522,Tb927_09_v5.1,1331029,1332927,.,1899,-0.878,-2.658,6.431,14.669,184.299,68.005,107.068,Tb927.9.8040,Tb927.9.8040,-
4522,NA_peak_4523,Tb927_09_v5.1,1336921,1337738,.,818,1.21,5.89,5.676,120.02,2.747,14.258,4.952,Tb927.9.8100,Tb927.9.8100,-
4523,NA_peak_4524,Tb927_09_v5.1,1337810,1338278,.,469,1.717,5.255,4.426,46.658,2.117,6.368,2.811,Tb927.9.8130,Tb927.9.8130,-
4524,NA_peak_4525,Tb927_09_v5.1,1339776,1341152,.,1377,-0.666,2.649,5.895,72.74,31.332,37.826,30.929,Tb927.9.8160,Tb927.9.8160,-
4525,NA_peak_4526,Tb927_09_v5.1,1341575,1342003,.,429,-1.638,3.176,5.142,78.852,0.832,0.0,0.059,Tb927.9.8180,Tb927.9.8180,-
4526,NA_peak_4527,Tb927_09_v5.1,1344193,1345029,.,837,1.179,1.721,4.421,18.403,5.403,29.105,11.103,Tb927.9.8180,Tb927.9.8180,-
4527,NA_peak_4528,Tb927_09_v5.1,1345437,1346226,.,790,3.567,5.23,6.869,343.091,17.856,3.08,0.301,Tb927.9.8190,Tb927.9.8190,-
4528,NA_peak_4529,Tb927_09_v5.1,1348900,1349457,.,558,0.921,1.27,4.921,24.43,25.587,32.055,10.135,Tb927.9.8210,Tb927.9.8210,-
4529,NA_peak_4530,Tb927_09_v5.1,1350257,1350842,.,586,0.477,3.579,5.835,106.913,4.783,22.288,14.304,Tb927.9.8240,Tb927.9.8240,-
4530,NA_peak_4531,Tb927_09_v5.1,1352802,1354605,.,1804,-0.202,1.082,8.141,316.939,344.374,166.174,137.669,Tb927.9.8250,Tb927.9.8250,-
4531,NA_peak_4532,Tb927_09_v5.1,1357371,1358597,.,1227,0.352,3.577,6.246,128.979,24.789,51.704,54.939,Tb927.9.8320,Tb927.9.8320,-
4532,NA_peak_4533,Tb927_09_v5.1,1359931,1360912,.,982,1.077,4.427,4.547,37.125,2.592,14.085,3.895,Tb927.9.8330,Tb927.9.8330,-
4533,NA_peak_4534,Tb927_09_v5.1,1361204,1361646,.,443,2.028,0.51,2.764,3.774,3.496,9.847,3.084,Tb927.9.8350,Tb927.9.8350,-
4534,NA_peak_4535,Tb927_09_v5.1,1366260,1367926,.,1667,0.844,3.335,5.868,53.731,7.959,135.796,56.301,Tb927.9.8380,Tb927.9.8380,-
4535,NA_peak_4536,Tb927_09_v5.1,1368785,1369695,.,911,-0.031,-3.451,3.601,0.6,14.734,7.025,13.056,Tb927.9.8400,Tb927.9.8400,-
4536,NA_peak_4537,Tb927_09_v5.1,1372511,1373255,.,745,0.193,-1.073,2.852,1.707,11.363,10.256,6.276,Tb927.9.8410,Tb927.9.8410,-
4537,NA_peak_4538,Tb927_09_v5.1,1379157,1380318,.,1162,0.235,-2.255,8.544,2.333,44.358,785.947,561.389,Tb927.9.8510,Tb927.9.8510,-
4538,NA_peak_4539,Tb927_09_v5.1,1382198,1383282,.,1085,-0.518,5.515,7.992,560.163,22.616,79.1,100.161,Tb927.9.8520,Tb927.9.8520,-
4539,NA_peak_4540,Tb927_09_v5.1,1391961,1392739,.,779,0.686,-2.082,4.569,5.199,31.365,38.581,18.07,Tb927.9.8610,Tb927.9.8610,-
4540,NA_peak_4541,Tb927_09_v5.1,1393385,1394241,.,857,0.405,0.179,6.978,0.533,12.778,257.942,251.376,Tb927.9.8620,Tb927.9.8620,-
4541,NA_peak_4542,Tb927_09_v5.1,1396258,1396950,.,693,-0.77,-3.698,4.564,3.947,90.734,8.612,8.728,Tb927.9.8650,Tb927.9.8650,-
4542,NA_peak_4543,Tb927_09_v5.1,1398985,1401219,.,2235,0.503,-1.086,6.437,13.519,85.831,198.823,93.595,Tb927.9.8670,Tb927.9.8670,-
4543,NA_peak_4544,Tb927_09_v5.1,1403995,1405035,.,1041,0.939,1.836,6.677,117.111,102.333,121.967,47.612,Tb927.9.8710,Tb927.9.8710,-
4544,NA_peak_4545,Tb927_09_v5.1,1408318,1409760,.,1443,3.859,5.977,7.696,411.665,17.696,17.2,2.085,Tb927.9.8740,Tb927.9.8740,-
4545,NA_peak_4546,Tb927_09_v5.1,1410434,1411249,.,816,-0.1,0.686,4.58,2.333,5.619,47.886,30.224,Tb927.9.8760,Tb927.9.8760,-
4546,NA_peak_4547,Tb927_09_v5.1,1415776,1417250,.,1475,0.182,-3.761,6.865,3.533,127.968,173.503,220.828,Tb927.9.8760,Tb927.9.8760,-
4547,NA_peak_4548,Tb927_09_v5.1,1420770,1422131,.,1362,2.974,1.085,6.093,27.728,31.757,187.773,35.49,Tb927.9.8810,Tb927.9.8810,-
4548,NA_peak_4549,Tb927_09_v5.1,1422750,1423839,.,1090,-1.022,-2.857,5.069,1.441,41.335,41.045,49.787,Tb927.9.8820,Tb927.9.8820,-
4549,NA_peak_4550,Tb927_09_v5.1,1427670,1429593,.,1924,1.429,0.728,8.005,125.709,209.938,437.05,209.721,Tb927.9.8880,Tb927.9.8880,-
4550,NA_peak_4551,Tb927_09_v5.1,1433446,1434343,.,898,-0.878,0.318,4.671,23.743,32.839,13.22,16.88,Tb927.9.8905,Tb927.9.8905,-
4551,NA_peak_4552,Tb927_09_v5.1,1435093,1435933,.,841,-0.61,-1.893,3.145,0.733,6.645,15.539,8.44,Tb927.9.8950,Tb927.9.8950,-
4552,NA_peak_4553,Tb927_09_v5.1,1444735,1446034,.,1300,2.563,1.855,6.857,85.517,19.167,337.204,52.658,Tb927.9.9010,Tb927.9.9010,-
4553,NA_peak_4554,Tb927_09_v5.1,1446421,1447756,.,1336,0.728,2.442,7.185,181.3,68.309,175.601,76.138,Tb927.9.9020,Tb927.9.9020,-
4554,NA_peak_4555,Tb927_09_v5.1,1447834,1448851,.,1018,0.294,3.119,5.791,50.79,12.403,94.016,59.389,Tb927.9.9030,Tb927.9.9030,-
4555,NA_peak_4556,Tb927_09_v5.1,1450426,1451016,.,591,0.095,1.392,5.442,7.932,20.769,67.505,46.374,Tb927.9.9080,Tb927.9.9080,-
4556,NA_peak_4557,Tb927_09_v5.1,1453654,1454399,.,746,0.011,-4.737,5.922,1.99,158.957,78.768,63.623,Tb927.9.9115,Tb927.9.9115,-
4557,NA_peak_4558,Tb927_09_v5.1,1454449,1456272,.,1824,-0.061,-1.482,8.161,33.831,214.391,448.641,524.672,Tb927.9.9120,Tb927.9.9120,-
4558,NA_peak_4559,Tb927_09_v5.1,1461645,1463128,.,1484,-1.272,-1.39,8.471,69.187,401.226,591.358,904.325,Tb927.9.9170,Tb927.9.9170,-
4559,NA_peak_4560,Tb927_09_v5.1,1466709,1467822,.,1114,1.411,-1.8,6.358,22.302,166.443,143.346,61.947,Tb927.9.9190,Tb927.9.9190,-
4560,NA_peak_4561,Tb927_09_v5.1,1468790,1469180,.,391,-0.242,5.318,4.279,45.222,1.79,4.43,6.759,Tb927.9.9200,Tb927.9.9200,-
4561,NA_peak_4562,Tb927_09_v5.1,1471092,1471925,.,834,0.783,-0.389,4.463,15.783,34.427,27.167,16.478,Tb927.9.9220,Tb927.9.9220,-
4562,NA_peak_4563,Tb927_09_v5.1,1472292,1473070,.,779,1.437,2.052,4.746,41.516,17.56,20.548,17.859,Tb927.9.9230,Tb927.9.9230,-
4563,NA_peak_4564,Tb927_09_v5.1,1474260,1475487,.,1228,1.635,-2.597,4.752,4.735,62.612,42.561,17.3,Tb927.9.9270,Tb927.9.9270,-
4564,NA_peak_4565,Tb927_09_v5.1,1476667,1477151,.,485,2.272,-1.526,3.87,4.321,14.318,3.648,7.138,Tb927.9.9280,Tb927.9.9280,-
4565,NA_peak_4566,Tb927_09_v5.1,1480624,1481485,.,862,-0.522,-6.553,5.873,1.098,294.169,2.111,3.379,Tb927.9.9300,Tb927.9.9300,-
4566,NA_peak_4567,Tb927_09_v5.1,1481844,1482659,.,816,-0.074,-7.452,5.497,0.427,229.601,2.388,2.141,Tb927.9.9300,Tb927.9.9300,-
4567,NA_peak_4568,Tb927_09_v5.1,1483841,1484675,.,835,-1.416,3.831,7.016,226.659,11.938,46.778,82.558,Tb927.9.9300,Tb927.9.9300,-
4568,NA_peak_4569,Tb927_09_v5.1,1486698,1487843,.,1146,0.396,0.109,7.979,19.196,36.416,549.986,450.691,Tb927.9.9310,Tb927.9.9310,-
4569,NA_peak_4570,Tb927_09_v5.1,1492017,1492376,.,360,-3.463,3.064,3.833,16.997,4.662,0.761,1.479,Tb927.9.9370,Tb927.9.9370,-
4570,NA_peak_4571,Tb927_09_v5.1,1498415,1500222,.,1808,0.055,0.091,7.876,84.337,166.551,378.576,353.694,Tb927.9.9380,Tb927.9.9380,-
4571,NA_peak_4572,Tb927_09_v5.1,1500776,1501784,.,1009,0.356,-0.319,7.087,21.547,77.982,282.855,202.266,Tb927.9.9390,Tb927.9.9390,-
4572,NA_peak_4573,Tb927_09_v5.1,1503325,1504277,.,953,0.2,-0.487,7.298,22.096,85.612,341.033,243.763,Tb927.9.9400,Tb927.9.9400,-
4573,NA_peak_4574,Tb927_09_v5.1,1508216,1508877,.,662,1.371,4.311,6.618,176.839,12.084,17.868,8.048,Tb927.9.9430,Tb927.9.9430,-
4574,NA_peak_4575,Tb927_09_v5.1,1510037,1512249,.,2213,0.531,-2.88,7.726,38.772,625.058,188.58,120.954,Tb927.9.9450,Tb927.9.9450,-
4575,NA_peak_4576,Tb927_09_v5.1,1512399,1512950,.,552,1.048,-3.978,4.293,0.587,31.398,23.31,18.503,Tb927.9.9450,Tb927.9.9450,-
4576,NA_peak_4577,Tb927_09_v5.1,1519376,1521868,.,2493,-0.899,3.452,10.279,2531.61,475.772,164.076,357.716,Tb927.9.9520,Tb927.9.9520,-
4577,NA_peak_4578,Tb927_09_v5.1,1521999,1522651,.,653,-2.346,-3.539,5.744,0.533,203.424,7.198,8.548,Tb927.9.9550,Tb927.9.9550,-
4578,NA_peak_4579,Tb927_09_v5.1,1527768,1529122,.,1355,0.806,-3.738,5.666,1.866,72.634,93.857,72.676,Tb927.9.9600,Tb927.9.9600,-
4579,NA_peak_4580,Tb927_09_v5.1,1533387,1535025,.,1639,2.152,-2.202,6.653,6.721,73.199,296.867,91.945,Tb927.9.9630,Tb927.9.9630,-
4580,NA_peak_4581,Tb927_09_v5.1,1537373,1538625,.,1253,-0.062,1.087,6.615,35.272,41.496,188.114,134.85,Tb927.9.9640,Tb927.9.9640,-
4581,NA_peak_4582,Tb927_09_v5.1,1542580,1543183,.,604,3.123,2.676,4.836,61.485,7.594,12.182,5.728,Tb927.9.9700,Tb927.9.9700,-
4582,NA_peak_4583,Tb927_09_v5.1,1545058,1546028,.,971,1.833,-0.701,4.879,5.078,31.035,42.568,7.963,Tb927.9.9710,Tb927.9.9710,-
4583,NA_peak_4584,Tb927_09_v5.1,1546205,1547610,.,1406,-1.67,-3.669,6.894,18.563,491.438,34.901,56.554,Tb927.9.9720,Tb927.9.9720,-
4584,NA_peak_4585,Tb927_09_v5.1,1548556,1549610,.,1055,2.023,-0.825,5.489,25.871,80.136,72.85,23.622,Tb927.9.9730,Tb927.9.9730,-
4585,NA_peak_4586,Tb927_09_v5.1,1550800,1551708,.,909,-1.226,-1.956,4.802,5.387,44.826,21.63,43.497,Tb927.9.9740,Tb927.9.9740,-
4586,NA_peak_4587,Tb927_09_v5.1,1555300,1556119,.,820,-1.017,3.268,3.978,9.676,1.935,7.038,27.236,Tb927.9.9780,Tb927.9.9780,-
4587,NA_peak_4588,Tb927_09_v5.1,1556490,1557279,.,790,-7.697,4.924,2.564,7.201,0.499,0.069,0.144,Tb927.9.9780,Tb927.9.9780,-
4588,NA_peak_4589,Tb927_09_v5.1,1557388,1558209,.,822,-0.038,-2.628,3.498,3.98,55.237,1.743,1.839,Tb927.9.9810,Tb927.9.9810,-
4589,NA_peak_4590,Tb927_09_v5.1,1562300,1563770,.,1471,1.099,0.915,5.651,7.96,8.32,106.252,61.865,Tb927.9.9860,Tb927.9.9860,-
4590,NA_peak_4591,Tb927_09_v5.1,1568229,1569280,.,1052,-0.856,0.309,5.325,37.468,44.618,22.391,25.175,Tb927.9.9870,Tb927.9.9870,-
4591,NA_peak_4592,Tb927_09_v5.1,1569806,1570820,.,1015,-0.291,-0.949,4.009,6.532,32.298,11.386,16.339,Tb927.9.9940,Tb927.9.9940,-
4592,NA_peak_4593,Tb927_09_v5.1,1575604,1577094,.,1491,1.143,1.386,5.289,25.017,24.993,61.536,27.483,Tb927.9.9950,Tb927.9.9950,-
4593,NA_peak_4594,Tb927_09_v5.1,1579155,1580364,.,1210,-0.873,2.394,5.305,53.656,22.748,13.982,32.461,Tb927.9.9970,Tb927.9.9970,-
4594,NA_peak_4595,Tb927_09_v5.1,1582661,1583674,.,1014,-2.04,-0.244,4.798,16.322,35.336,13.186,9.053,Tb927.9.10000,Tb927.9.10000,-
4595,NA_peak_4596,Tb927_09_v5.1,1584948,1586131,.,1184,1.696,1.62,6.413,110.756,90.027,54.283,10.135,Tb927.9.10010,Tb927.9.10010,-
4596,NA_peak_4597,Tb927_09_v5.1,1590707,1591348,.,642,0.51,-6.058,3.536,0.343,33.88,4.603,5.316,Tb927.9.10070,Tb927.9.10070,-
4597,NA_peak_4598,Tb927_09_v5.1,1595339,1596160,.,822,-0.157,-5.909,6.807,0.667,99.179,190.863,181.78,Tb927.9.10100,Tb927.9.10100,-
4598,NA_peak_4599,Tb927_09_v5.1,1598759,1599502,.,744,0.033,-5.573,4.816,0.267,36.713,38.059,12.413,Tb927.9.10140,Tb927.9.10140,-
4599,NA_peak_4600,Tb927_09_v5.1,1601862,1605226,.,3365,0.563,0.016,7.85,111.003,247.65,336.493,260.611,Tb927.9.10150,Tb927.9.10150,-
4600,NA_peak_4601,Tb927_09_v5.1,1609748,1611878,.,2131,-0.179,2.724,7.897,406.93,118.87,77.764,139.292,Tb927.9.10230,Tb927.9.10230,-
4601,NA_peak_4602,Tb927_09_v5.1,1617435,1618878,.,1444,2.213,1.457,7.102,222.757,175.057,82.296,9.536,Tb927.9.10280,Tb927.9.10280,-
4602,NA_peak_4603,Tb927_09_v5.1,1619638,1621441,.,1804,2.759,0.303,7.488,195.642,323.354,127.426,31.311,Tb927.9.10310,Tb927.9.10310,-
4603,NA_peak_4604,Tb927_09_v5.1,1624932,1626423,.,1492,-0.135,-4.271,7.389,5.599,197.493,273.818,300.91,Tb927.9.10350,Tb927.9.10350,-
4604,NA_peak_4605,Tb927_09_v5.1,1626931,1628776,.,1846,1.201,3.857,9.281,1001.142,152.417,436.095,199.499,Tb927.9.10370,Tb927.9.10370,-
4605,NA_peak_4606,Tb927_09_v5.1,1635028,1635680,.,653,0.136,-1.836,2.35,0.48,11.159,2.389,2.208,Tb927.9.10440,Tb927.9.10440,-
4606,NA_peak_4607,Tb927_09_v5.1,1638079,1639289,.,1211,3.145,0.324,5.623,5.199,5.827,152.271,17.867,Tb927.9.10440,Tb927.9.10440,-
4607,NA_peak_4608,Tb927_09_v5.1,1641408,1641997,.,590,1.159,-1.547,6.206,2.72,19.978,192.366,94.354,Tb927.9.10450,Tb927.9.10450,-
4608,NA_peak_4609,Tb927_09_v5.1,1645453,1646473,.,1021,1.612,-1.227,6.701,72.331,434.026,18.931,8.733,Tb927.9.10490,Tb927.9.10490,-
4609,NA_peak_4610,Tb927_09_v5.1,1651090,1652379,.,1290,0.354,0.626,6.253,34.242,47.169,86.978,102.287,Tb927.9.10520,Tb927.9.10520,-
4610,NA_peak_4611,Tb927_09_v5.1,1656424,1657337,.,914,-0.698,-0.272,4.175,14.197,38.918,7.264,11.578,Tb927.9.10530,Tb927.9.10530,-
4611,NA_peak_4612,Tb927_09_v5.1,1657389,1658488,.,1100,1.515,-2.154,4.614,3.466,41.437,40.417,18.945,Tb927.9.10550,Tb927.9.10550,-
4612,NA_peak_4613,Tb927_09_v5.1,1659989,1660440,.,452,1.129,5.098,4.587,46.407,2.921,11.435,7.549,Tb927.9.10550,Tb927.9.10550,-
4613,NA_peak_4614,Tb927_09_v5.1,1661757,1663612,.,1856,2.876,4.009,7.523,394.921,48.373,33.577,6.524,Tb927.9.10560,Tb927.9.10560,-
4614,NA_peak_4615,Tb927_09_v5.1,1664472,1666318,.,1847,0.859,1.72,5.917,40.967,21.685,98.095,62.397,Tb927.9.10580,Tb927.9.10580,-
4615,NA_peak_4616,Tb927_09_v5.1,1668999,1669348,.,350,-0.893,3.514,4.009,15.028,3.213,15.4,32.316,Tb927.9.10630,Tb927.9.10630,-
4616,NA_peak_4617,Tb927_09_v5.1,1671560,1673567,.,2008,-1.509,-2.229,6.217,17.636,167.567,28.032,128.977,Tb927.9.10640,Tb927.9.10640,-
4617,NA_peak_4618,Tb927_09_v5.1,1673692,1674235,.,544,0.455,-2.941,4.673,3.36,46.949,37.411,32.956,09,09,-
4618,NA_peak_4619,Tb927_09_v5.1,1674954,1676063,.,1110,0.441,-2.938,5.826,6.881,103.595,86.174,72.676,09,09,-
4619,NA_peak_4620,Tb927_09_v5.1,1676642,1677049,.,408,0.322,-2.78,4.717,3.019,47.448,40.837,31.09,09,09,-
4620,NA_peak_4621,Tb927_09_v5.1,1677207,1677615,.,409,0.382,-2.974,4.567,2.814,43.827,34.47,31.451,09,09,-
4621,NA_peak_4622,Tb927_09_v5.1,1680722,1681727,.,1006,0.301,-2.703,6.221,9.921,124.822,108.996,92.621,09,09,-
4622,NA_peak_4623,Tb927_09_v5.1,1685903,1687807,.,1905,1.053,-4.579,7.352,5.421,319.693,284.893,161.979,09,09,-
4623,NA_peak_4624,Tb927_09_v5.1,1691558,1693791,.,2234,-1.028,-3.245,8.075,22.439,411.551,356.185,557.746,Tb927.9.10680,Tb927.9.10680,-
4624,NA_peak_4625,Tb927_09_v5.1,1698054,1698780,.,727,-2.206,5.602,6.426,154.194,6.498,0.786,5.807,Tb927.9.10770,Tb927.9.10770,-
4625,NA_peak_4626,Tb927_09_v5.1,1699160,1700118,.,959,0.711,8.805,6.585,200.24,1.09,24.122,20.209,Tb927.9.10770,Tb927.9.10770,-
4626,NA_peak_4627,Tb927_09_v5.1,1701370,1702775,.,1406,5.023,6.308,7.868,385.245,14.659,238.785,9.047,Tb927.9.10770,Tb927.9.10770,-
4627,NA_peak_4628,Tb927_09_v5.1,1702985,1703895,.,911,0.59,2.626,6.648,197.495,33.255,47.428,28.239,Tb927.9.10790,Tb927.9.10790,-
4628,NA_peak_4629,Tb927_09_v5.1,1705547,1707065,.,1519,0.408,-0.333,7.192,16.95,100.252,300.217,217.703,Tb927.9.10790,Tb927.9.10790,-
4629,NA_peak_4630,Tb927_09_v5.1,1714145,1714573,.,429,1.654,-0.596,2.853,0.267,1.165,25.054,1.587,Tb927.9.10870,Tb927.9.10870,-
4630,NA_peak_4631,Tb927_09_v5.1,1715264,1716149,.,886,0.751,1.845,4.602,15.028,11.5,23.706,18.358,Tb927.9.10880,Tb927.9.10880,-
4631,NA_peak_4632,Tb927_09_v5.1,1716460,1718268,.,1809,0.962,1.897,6.917,134.568,57.188,152.771,55.073,Tb927.9.10890,Tb927.9.10890,-
